job_id,agency,#_of_positions,business_title,level,job_category,career_level,salary_range_from,salary_range_to,salary_frequency,preferred_skills,posting_date,post_until
633951,business integrity commission,1,director of personnel services,m4,administration human resources,manager,88437.0,88437.0,annual,knowledge of hr processes and policies expected those of nyc government preferred extensive knowledge of the city of new yorks personnel rules and regulations and requirements set forth by new york state civil service law strong analytical interpersonal problemsolving decisionmaking and organizational skills ability to communicate highly complex information clearly and succinctly both orally and in writing ms office word excel outlook powerpoint proficiency and ability to maintain a high level of confidentiality,,2024-05-13
631222,dept of environment protection,1,2024bwt003collections engineering intern,00,engineering architecture planning,student,16.0,16.0,hourly,student must currently be enrolled at a collegeuniversity at the undergraduate level majoring in an engineering program student must have at least a 25gpa on a 40 scale student must have at least a junior class standing selection criteria strong writing skills effective interpersonal skills familiarity andor experience with computerssoftware leadership skills selfmotivation and ability to work well with minimal supervision,2024-02-04,2024-06-12
633596,office of management budget,1,analyst accounting services,01,finance accounting procurement policy research analysis,entrylevel,72712.0,81803.0,annual,qualifications strong interpersonal organizational research analytical and problemsolving skills excellent technical accounting and auditing research skills ability to write and speak effectively ability to work independently and pay close attention to detail ability to prioritize task and then act on priorities working knowledge of microsoft office software including word excel and powerpoint a cpa or cpa candidate is strongly preferred,,
633815,dept of healthmental hygiene,1,clearance administrator bureau of childcare,04,health,entrylevel,43728.0,50287.0,annual,excellent verbal written and interpersonal communication skills highly organized strong attention to detail and solution oriented ability to multitask in a fastpaced environment working knowledge of child care regulations desired but not required strong skills in data entry and navigating large databases,,2025-04-18
583088,dept of environment protection,1,assoc chemist,01,public safety inspections enforcement,experienced nonmanager,45193.0,77500.0,annual,three years of full time experience in the identification evaluation and control of environmental and safety hazards for protection against exposure to harmful substances andor hazardous conditions,,
631213,dept of environment protection,2,2024bwso002engineering drainage modeling intern,00,engineering architecture planning,student,16.0,16.0,hourly,student must currently be enrolled at a collegeuniversity at the undergraduate level majoring in civil environmental or mechanical engineering student must have at least a 25gpa on a 40 scale student must have at least a junior class standing familiarity andor experience with microsoft office suite is preferred proficient in arcgis or have a strong interest in working with spatial data and gis and should have a general understanding of hydraulic analysis selection criteria strong writing skills effective interpersonal skills leadership skills selfmotivation and ability to work well with minimal supervision,2024-02-04,2024-06-12
632040,dept of design construction,1,project manager,00,engineering architecture planning,experienced nonmanager,62370.0,71726.0,annual,candidates should have the ability to manage construction managers complete multiple multitrade projects on schedule possess strong computer organizational verbal and written communication skills and must be attentive to details,2024-05-04,
632632,dept of environment protection,1,chief of repairs and maintenance admin engineer,m3,building operations maintenance,manager,78721.0,197348.0,annual,1expert knowledge of the operation of large municipal water systems 2a valid new york state professional engineers license 3excellent knowledge of all government laws regarding water quality water quantity and the operation of the citys reservoirs 4the ability to communicate and interface with various city state federal and local governments 5excellent management skills including planning coordination problem solving supervision and control 6excellent verbal and writing skills,,
594432,hradept of social services,4,fhr agency representative,02,administration human resources social services,experienced nonmanager,66430.0,76394.0,annual,proficient in pos wms nycway knowledge of eligibility policies procedures strong customer service skills,,
624248,law department,1,chief information officer,m5,technology data innovation,manager,88936.0,223761.0,annual,the successful candidate will have 8 years of senior level management in information technology environment with experience in overseeing and assessing it operations planning and customerfocused service delivery of staff user support services environment leadership experience in organizational efficiency performance improvement quality and infrastructure development strong customer service skills with demonstrated leadership and personnel management skills direct experience working with it vendor contracts as well as developing and managing software and resource procurements excellent communication collaboration and team building skills excellent interpersonal skills and a collaborative management style strong interpersonal written and oral communication skills ability to prioritize and execute tasks in a highpressure environment and make sound decisions in emergency situations,,
589411,off of payroll administration,2,help desk level 1 representative,00,technology data innovation policy research analysis,experienced nonmanager,41887.0,69709.0,annual,basic knowledge of pms citytime fms pipchrms or remedy excellent work ethic and attention to detail excellent verbal and written communication skills excellent telephone skills with a professional demeanor ability to work independently or as part of a team ability to work well and efficient in a fastpaced environment ability to maintain confidentiality,2023-06-06,
623018,dept of environment protection,1,industrialcommercial program section lead,02,green jobs engineering architecture planning public safety inspections enforcement,experienced nonmanager,88026.0,122295.0,annual,the ideal candidate will have experience in civil site design and review including grading drainage and site layout understanding concepts related to design and construction of stormwater management practices as well as a familiarity with the new york city municipal separate storm sewer system ms4 permit and the msgp requirements are preferred the most suitable candidate will possess the following skills ability to organize and prioritize to meet deadlines and coordinate multiple tasks excellent written and oral communication skills ability to maintain professional demeanor ability to use a computer to organize and analyze data ability to prioritize and perform multiple tasks under strict deadlines ability to read and understand construction drawings knowledge of basic hydrology and hydraulic calculations ability to work well with other staff and the public license requirement for certain positions the candidate must possess at the time of appointment or assignment a motor vehicle driver license valid in the state of new york to operate city vehicles for field inspections this license must be maintained for the duration of employment,,
633512,department of business serv,1,program manager apex accelerator mwbe vendor services,02,constituent services community programs,experienced nonmanager,55873.0,62215.0,annual,preferred skills ability to use sound judgement and recommend appropriate action steps for small business growth strong project management skills with the expertise to manage projects involving diverse stakeholders previous experience in program development including design implementation and contract administration proficiency with ms word excel powerpoint visio project and outlook with the ability to deliver flow charts process flows and create presentations foreign language skills a plus a masters degree from an accredited college with a major in business administration public administration urban planning economics urban affairs marketing research finance or political science,,2024-06-24
628073,department of city planning,1,team leader borough certification manager,03,engineering architecture planning,experienced nonmanager,80091.0,92105.0,annual,at least three years of experience with the department of city planning with a strong grasp of dcps application review processes demonstrated project management and analytical skills including oversight of processes demonstrated ability to selfmanage and capacity to take initiative as well as superior project management skills including the ability to complete tasks in a timely fashion strong research and analytical skills including identifying patterns and management of processes experience with editing technical writing and ability to collaborate and communicate with designers planners and technicians with different backgrounds and preferences processes and styles excellent written and verbal communication skills including experience speaking publicly and making effective presentations helpful proficiency with geographic information systems microsoft excel adobe creative suite and analysis of quantitative information ability to work effectively as part of a team as well as with other divisions and city agencies and an ability to organize and lead meetings effectively and inclusively knowledge of new york citys general urban planning and land use issues policies and needs as well as best practice examples from around the world,2024-01-03,
623691,dept of environment protection,1,ms4 program manager,03,green jobs engineering architecture planning policy research analysis,experienced nonmanager,92301.0,121296.0,annual,the ideal candidate will possess the following abilities skills and experience ability to analyze policy options for their immediate impacts and longterm implications ability to clearly communicate scientific and technical information to both technical and nontechnical audiences ability to prioritize and perform multiple tasks under strict deadlines skill in analyzing and interpreting water quality data public policy evaluations and statistics skill in project management scheduling and budgeting skill in training and supervising personnel experience with stormwater control measures for highly urbanized areas excellent organization time management and interpersonal skills familiarity with planning program implementation and governance in nyc familiarity with federal state and local stormwater regulations including but not limited to federal clean water act and its amendments federal regulations proficiency in the microsoft office software suite excel word access outlook powerpoint a current and valid motor vehicle driver license as this position requires site visits that may not be near public transportation,2024-11-03,
632933,consumer and worker protection,1,mediator and intake specialist 632933,04,legal affairs,experienced nonmanager,43728.0,52242.0,annual,excellent verbal written and professional interpersonal communication skills good computer skills computer literate ms word excel outlook ability to work in a fast paced environment pay strict attention to detail complete assignments within set deadline able to work independently within a team and with supervision language skills a plus,2024-09-04,2024-06-29
627253,department of correction,1,deputy commissioner custody management classification facility operations,m6,public safety inspections enforcement,executive,225000.0,225000.0,annual,extensive experience and knowledge in correctional classification methodologies and best practices in security management minimum of 10 years experience in a correctional probation parole or law enforcement is a plus proven ability to manage competing priorities and execute during emergencies experience with using and making datadriven decisions at the seniorlevel ability to communicate highly complex information clearly and succinctly both orally and in writing strong analytical interpersonal problemsolving decisionmaking and organizational skills ability to maintain a high level of confidentiality within the teams,,
550605,dept of environment protection,6,associate chemist ii,02,engineering architecture planning,experienced nonmanager,60039.0,89049.0,annual,preferred experience in a nelac regulated environmental laboratory to provide technical leadership in the area of instrumental analyses knowledgeable about the sops equipment and instruments examples of instruments used in bwt laboratories are inductively coupled plasma icp inductively coupled plasma mass spectrometry icpms uvvis spectrophotometer low level mercury analyzer segmented flow analysis system gas chromatograph gc gc mass spectrometergc ms bod analyzer analytical balances and ph meter instrument equipment troubleshooting and analytical skills to quickly solve problems and to formulate corrective and preventive actions interpersonal communication and technical writing skills basic knowledge of ms word and ms excel working instruments must be able to operate calibrate troubleshoot and maintain computer controlled automated analysis instruments must be able to use and navigate a desktop computer to perform tasks that include use of instrument operating software review of large online data sets statistical calculationsreview for quality control charts and preparation of lab analyses reports laboratory working equipment and supplies are available on the jobsite health and safetyworking conditions environment and physical 1safety supplies and personal protective equipment ppe are available onsite 2use of engineering and administrative controls for mitigation of hazards such as fume hoods emergency showers and eye wash stations are in place as per laboratorys chemical hygiene plan chp,2022-07-10,
546849,dept of environment protection,1,agency chief contracting officer,m4,finance accounting procurement,manager,80931.0,208826.0,annual,deep experience and familiarity with city procurement processes and rules including othe procurement policy boardppb rules city of new york charter procurement provisions comptrollers office directives and other procurement related city state and federal requirements othe citys procurement and budgeting systemsapplications including passport and fms ocertified payroll and engineering audit requirements oknowledge of budget and fiscal roles in the procurement lifecycle to include contractprocurement budgeting contract registration encumbrance process capital commitment planning payment processing a service first mentality demonstrated by a commitment to customerfocused policy and processes that enable the business goals of an organization including support for internal teams and external stakeholders leadership of or deep participation in change management projects aimed at the improvement of business processes and delivery with a focus on procurement andor fiscal policy and operations experience in the development of strategic sourcing operations and sustainable procurement sourcingpractices particularly for built environment and infrastructure projects experience in all procurement methodologies including designbidbuild innovative purchase design build etc,2022-10-09,
618834,nyc housing authority,2,city research scientist,02,policy research analysis,experienced nonmanager,82506.0,103548.0,annual,1proficiency with bi software preferably microsoft power bi and software tools for big data and statistical analyses eg sql r python sas etc 2ability to work independently and in a team environment to compile datasets design and conduct data analyses provide written interpretations of statistical analyses and to present findings in written reports and oral presentations 3data management skills including cleaning aggregating and matching large data sets for research and reporting 4experience developing analytic plans and conducting statistical analyses 5ability to work under stringent deadlines manage multiple assignments and handle sensitive information 6excellent verbal and written communication skills including the ability to interface well with senior authority management and external partners 7attention to detail in the presentation of reports data visualizations and data sets for distribution 8proficiency in microsoft officeexcel outlook powerpoint and word,2023-08-12,
629171,dept of healthmental hygiene,1,facility clerical support bureau of operations,04,constituent services community programs health,experienced nonmanager,23.9343,27.5244,hourly,knowledge of ms outlook important notes to all candidates please note if you are called for an interview you will be required to bring to your interview copies of original documentation such as a document that establishes identity for employment eligibility such as a valid us passport permanent resident cardgreen card or drivers license proof of education according to the education requirements of the civil service title current resume proof of addressnyc residency dated within the last 60 days such as recent utility bill ie telephone cable mobile phone additional documentation may be required to evaluate your qualification as outlined in this postings minimum qualification requirements section examples of additional documentation may be but not limited to college transcript experience verification or professional trade licenses if after your interview you are the selected candidate you will be contacted to schedule an onboarding appointment by the time of this appointment you will be asked to produce the originals of the above documents along with your original social security card loan forgiveness as a prospective employee of the city of new york you may be eligible for federal loan forgiveness programs and state repayment assistance programs for more information please visit the us department of educations website at studentaidgovpslf final appointments are subject to office of management budget approval note this position may be eligible for remote work up to two days per week pursuant to the remote work pilot program agreed to between the city and dc37,2024-07-03,2024-07-05
606169,department of transportation,1,project engineer,01,engineering architecture planning,experienced nonmanager,74041.0,107227.0,annual,ability to communicate effectively in verbal and written form a successful candidate will likely have experience monitoring and directing offsite inprocess fabrication inspection on large bridge construction projects,,
631829,dept of design construction,1,deputy director,00,engineering architecture planning,experienced nonmanager,58682.0,134570.0,annual,candidates should have knowledge of design principles and demonstrate the ability to implement design into construction managing and closing construction contracts broad knowledge of management policies practices and techniques used to control or administer complex technical operations ability to effectively communicate both verbally and in writing and have at least 6 years of experience in managerial administrative or supervisory capacity,2024-04-04,
633433,fire department,1,director of data science and innovation,m3,policy research analysis,manager,78721.0,150000.0,annual,candidate must be an excellent communicator team player and exhibit a willingness to learn and work well in diverse teams management experience and strong people skills with a focus on customer service excellent at communicating findings and providing pragmatic analytical solutions advanced degree in operations research statistics computer science management science or a related field that includes research methods and statistical analysis demonstrated ability in programming and logic a good understanding of data requirements relating to application design expert ability in operations research and statistical methods and techniques including deployment analysis and resource allocation modeling systemsoperations analysis simulation and optimization linear and nonlinear predictive analytics eg deep learning econometrics time seriesforecasting vehicle routing and related skills experience conducting highlevel quantitative researchand mathematical modeling expertise in statisticalstimulationoptimization packages such as c python r sas and stata providing expert judgment in the use and incorporation of analytics including being wellversed in the analytics industry best practices literature operations research and emergency response and deployment analytics,2024-10-04,2024-07-09
565798,department of transportation,1,civil engineer 3,03,engineering architecture planning,experienced nonmanager,90114.0,122168.0,annual,ability to communicate effectively in verbal and written form knowledge of current civil engineering design and construction practices and techniques in the field of bridge rehabilitation and construction ability to monitor and effectively guide the activities of a large number of consultants in the preparation of plans specification and estimates six years of fulltime satisfactory experience in supervising employees performing construction project management work the ideal candidate will have severed at least two years as a project manager and team leader for a large complex bridge project with construction phase value of 150m or more thorough knowledge of engineering principles ability to improvise and innovate as unusual conditions may arise skill in expediting activities through multiagency procedures excellent and oral communication skills are required,,
576736,department of correction,1,press secretary,m2,communications intergovernmental affairs,experienced nonmanager,95000.0,115000.0,annual,possess extensive experience as a journalist or as a communications specialist in handling calls from the press knowledge of nyc government and the criminal justice system a plus ability to work late nights weekendsholidays on call capable of expanding relationships with members of the media ability to foster positive relationships with staff at all levels of the agency and retirees be a selfdirected individual with the proven ability to take initiative as a problem solver be capable of multitasking and handling highstress crisis communications situations possess the ability to operate in a highvolume deadline driven environment understand and communicate information about sensitive criminal justice issues,,
631833,dept of design construction,1,surveyor mechanical,02,engineering architecture planning,experienced nonmanager,88026.0,101230.0,annual,candidates should thoroughly understand building construction methods materials and assemblies especially older 19th and 20th centuries buildings expertise in the forensic diagnosis of deterioration distress and failure issues is highly desirable as well as an uptodate understanding of construction and material costs at least 5 years of prior relevant field inspection experience is required this position requires a person with the physical ability to conduct site visits including accessing stairs catwalks ladders rooftops and basements within multilevel buildings and maneuver through confined spaces the candidate must be able to communicate both verbally and in writing effectively a valid motor vehicle drivers license is required,2024-05-04,
624904,dept of healthmental hygiene,1,chief of foodborne illness investigations bureau of environmental surveillance and policy,03,health policy research analysis,experienced nonmanager,92301.0,109330.0,annual,previous experience conducting foodborne illness or similar investigations extensive knowledge in food safety ability to handle multiple timesensitive assignments excellent communication and organizational skills ability to work independently with minimal supervision,,2024-05-29
627416,nyc housing authority,1,community relations coordinator,00,constituent services community programs,experienced nonmanager,59116.0,79732.0,annual,1 excellent verbal and written communication skills and strong attention to details 2 exceptional organizational analytical quantitative and qualitative data management skills 3 strategic problem solver and proven ability to work independently and collaboratively with cross functional teams 4 strong interpersonal skills and ability to handle sensitive information and deal with complex issues 5 valid drivers license and ability to drive in nyc 6 proficient in microsoft office tools particularly excel powerpoint and word comfortable using virtual platforms such as zoom and microsoft teams,2024-07-03,
561622,dept of environment protection,1,accountable manager,02,engineering architecture planning public safety inspections enforcement,experienced nonmanager,80557.0,111917.0,annual,candidates must be able to demonstrate critical thinking skills and effective independent data analysis excellent oral and written communication skills ability to meet deadlines and an ability to be flexible in assignment of work responsibilities understanding of water and heavy civil infrastructure design practices and standards understanding of project management principals specifically the procedures used by dep this position requires operation of a motor vehicle to perform site visits equipment testing inspections and to attend meetings with project stakeholders knowledge of microsoft office suite products word excel etc,,
622895,dept of healthmental hygiene,1,program coordinator active design bureau of chronic disease prevention,01,health policy research analysis,experienced nonmanager,70087.0,70087.0,annual,masters degree in public health urban planning public administration or related field knowledge of chronic disease prevention worksite wellness smoking cessation andor active design excellent oral and written communication skills and interpersonal skills ability to work collaboratively in a team setting across multiple disciplines and with diverse stakeholders willingness to travel throughout nyc share the agencys commitment to public health and healthy equity,2024-11-01,2024-05-10
632934,consumer and worker protection,1,legal staff associate 632934,04,legal affairs,experienced nonmanager,43728.0,52242.0,annual,excellent verbal written and professional interpersonal communication skills able to conduct database and online research of government and business records strong analytical and organizational skills with a high level of attention to detail excellent judgment discretion and ability to appropriately handle legal issues highly sensitive documents privileged and confidential information able to meet competing deadlines in a fastpaced environment and maintain the flexibility to shift priorities quickly effectively and with accuracy proficiency in microsoft office programs eg outlook excel access word powerpoint and sharepoint are pluses adobe acrobat professional software work with pdf documents and files and as well as with a variety of online resources knowledge and understanding of litigation terminology and processes with the ability to read and understand legal rules and regulations at least one year of experience working with attorneys such as in a legal assistant paralegal project management process improvement role preferred must be able to read write and speak english fluently,2024-09-04,2024-06-30
631682,dept of environment protection,1,water quality analyst,01,green jobs engineering architecture planning policy research analysis,experienced nonmanager,70087.0,84805.0,annual,the ideal candidate will possess the following abilities skills and experience ability to clearly communicate scientific and technical information to both technical and nontechnical audiences ability to prioritize and perform multiple tasks under strict deadlines ability to analyze and interpret flow and water quality data ability to perform water quality modeling skill in modelinganalyzing and interpreting flow and water quality data public policy evaluations and statistics experience with stormwater control measures for highly urbanized areas excellent organization time management and interpersonal skills familiarity with federal state and local stormwater regulations including but not limited to federal clean water act and its amendments federal regulations proficiency in the microsoft office software suite excel word access outlook powerpoint arcgis power bi sas and other statistical analysis packages,2024-02-04,
632772,nyc housing authority,1,attorney investigator,01,administration human resources,experienced nonmanager,85000.0,105477.0,annual,prior experience in eeo or fair housing matters interviewing and investigating skills ability to multitask and meet deadlines,2024-12-04,
554199,dept of environment protection,2,prevailing wage investigator,00,constituent services community programs,experienced nonmanager,54100.0,83981.0,annual,excellent analytical skills the ability to handle multiple tasks excellent interpersonal skills,2022-11-10,
633400,nyc housing authority,1,assistant landscape architect,00,engineering architecture planning,experienced nonmanager,62370.0,84000.0,annual,1experience in development of construction documents 2experience presenting solutions to project teams and stakeholders 3strong revitautocad and 3d drafting skills 4strong knowledge of microsoft 365 suite 5familiarity with relevant codes and industry standards of practice 6good verbal and graphic communication skills 7possess a valid drivers license and be willing to drive to project locations 8ability to work independently and good organizational skills 9strong leadership and organizational skills 10knowledge of sustainable and universal design principles,,
624448,dept of healthmental hygiene,1,program evaluator bureau of early intervention,02,constituent services community programs health public safety inspections enforcement,experienced nonmanager,62384.0,72000.0,annual,ability to meet internal timelines consistently and to ensure completeness and correctness of work ability to learn a complex service program and to interpret federal state and city regulations understanding of the importance of compliance performance measurement and contract oversight strong attention to detail ability to use shared drives and files to store and share information electronically ability to work in teams juggle multiple simultaneous audits and prioritize as needed ability to debate compromise andor stand firm on findings the wisdom to know when and how to do so and the ability to explain it,,2024-05-24
543029,department of correction,3,confidential investigator,02,public safety inspections enforcement,entrylevel,58167.0,58167.0,annual,prior experience knowledge of andor demonstrated interest in law enforcement criminal justice andor social services issues experience collecting analyzing and evaluating evidence knowledge of the penal law statutes and basic understanding of criminal procedure law excellent communication skills and an ability to present evidence in court outstanding writing skills and an ability to convey facts and opinion clearly and concisely,,
632028,dept of environment protection,2,2024bws003water operations intern olivebridge,00,engineering architecture planning,student,16.0,16.0,hourly,student must currently be enrolled at a collegeuniversity at the undergraduate level majoring in civilmechanicalenvironmentalstructural engineering geotechnicalsoftware engineering student must have at least a 25gpa on a 40 scale effective communication strong writing skills effective interpersonal skills familiarity or experience with ms office suite leadership skills including self motivation and ability to work well with minimal supervision,2024-02-04,2024-06-04
621980,hradept of social services,1,director of the division of revenue control and analysis,00,finance accounting procurement,manager,94715.0,119536.0,annual,an understanding of the complex relationship among the city state and federal governments needed to recognize the fiscal impact that new or proposed legislation regulations or procedures will have on the increasing or decreasing of revenues for the agency and the city knowledge and functionality of the citys financial management system fms is a must and advanced knowledge of relevant computer applications and data systems such as microsoft office handson financial budgetary experience and knowledge of all dsshradhs program area operations detailed oriented strong analytical and quantitative skills in fiscal and budgetary operations organization analysis and management planning knowledge of the citys financial policy to ensure implementation as outlined in comptrollers directive ability to direct and diverse staff in a manner that maximizes productivity strong written and verbal communication skills,2024-04-01,
612490,hradept of social services,13,caseworker,00,social services,experienced nonmanager,45329.0,77633.0,annual,experience working with vulnerable populations including medically frail excellent communication skills ability to work independently with minimal supervision bilingual in spanish or french creole,2024-02-01,
634160,nyc housing authority,1,resident building superintendent ha,00,administration human resources building operations maintenance,experienced nonmanager,65750.0,102312.0,annual,1knowledge of authority policies and procedures laws and standards pertaining to property management such as local and state building codes and other municipal regulations osha department of housing and urban development hud rules and regulations 2strong mechanical background in troubleshooting gas and oil burners electrical and electronic heating controls steam distribution systems hydronics systems instantaneous hot water feedwater and vacuum tank systems 3ability to interpret policies and guidelines and make sound decisions prepare clear concise reports and recommend improvements communicate effectively both written and verbally 4ability to establish and maintain effective working relationships with peers superiors residents community service agencies and the public manage multiple priorities and demands analyze situations and identify problems and offer solutions,,2024-05-19
631238,dept of environment protection,4,2024bwt007laboratory services intern,00,health policy research analysis,student,16.0,16.0,hourly,student must currently be enrolled at a collegeuniversity at the undergraduate level majoring in chemistry biology environmental sciences or a related field student must have at least a 25gpa on a 40 scale student must have at least a junior class standing selection criteria strong writing skills effective interpersonal skills familiarity andor experience with computerssoftware leadership skills selfmotivation and ability to work well with minimal supervision,2024-02-04,2024-06-12
602523,dept of healthmental hygiene,2,exterminator bureau of veterinary and pest control services,01,health public safety inspections enforcement,experienced nonmanager,37182.0,38000.0,annual,candidate should be highly organized with the ability to work well in teams should possess excellent verbal written and interpersonal skills experience working with computer would be a plus,2024-01-05,2025-05-01
627164,dept of healthmental hygiene,1,clinical advisorviral hepatitis director bureau of hepatitis hiv and sti,m5,constituent services community programs health policy research analysis,experienced nonmanager,97187.0,165000.0,annual,excellent leadership skills with the ability to effectively collaborate with a diverse range of stakeholders strong mentoring and supervision experience and skills excellent verbal and written communication skills highly organized and attentive to detail experience with public health work focused on addressing infectious diseases as well as program management including budgeting planning and evaluation experience and expertise related to hiv stis and viral hepatitis with the ability to provide clinical review and guidance in these areas strong relationship building and interpersonal skills including ability to communicate public health information across a spectrum of understanding eg colleaguespeers other public health agencies communitybased organizations health system administrators clinical providers patient navigators and individual patients and experience working with external stakeholders demonstrated commitment to health equity social justice and reducing health disparities,,2025-02-14
573747,department of transportation,1,project engineer,03,engineering architecture planning,experienced nonmanager,90114.0,122168.0,annual,ability to communicate effectively in verbal and written form knowledge of aashto lrfd bridge design specifications aashto manual for bridge evaluation nysdot bridge manual and nysdot bridge inspection manual is preferred knowledge of computer software is preferred,,
610849,dept of environment protection,1,deputy laboratory director,03,engineering architecture planning policy research analysis public safety inspections enforcement,experienced nonmanager,77829.0,110059.0,annual,the ideal candidate must have at least three years working experience in an asbestos testing laboratory performing testing on bulk building material for asbestos fibers and at least two of supervisory experience have knowledge and experience of macroscopic identification of asbestos fibers by plm knowledge of current nys elap regulations and tni 2016 standard at least three years experience in elaps auditing requirements for asbestos testing methods must have technical and administrative skills in the daily operation of an asbestos testing laboratory the most suitable candidate would also possess the following skills microsoft word onedrive and excel in addition a masters degree in the chemical or environment sciences is required for this level of the civil service title,2023-12-10,
624322,dept of design construction,1,college aide,02,technology data innovation,student,17.51,17.51,hourly,preference will be given to candidates who have knowledge of mssql powerbi or other reporting tools office 365 good written and verbal communication skills,,
630576,admin trials and hearings,1,bounty processing unit supervisor,00,constituent services community programs,entrylevel,59116.0,70000.0,annual,excellent writing interpersonal communication customer service and presentation skills ability to work independently and within groups knowledge and understanding of available community and city based social services knowledge of foreign languages strong computer skills including experience with word access outlook and excel history of volunteerism such as service in the americorps or peace corps is viewed favorably,,
631895,dept of healthmental hygiene,1,executive director healthcare preparedness program bureau of healthcare and community readiness,m1,constituent services community programs health policy research analysis,executive,64142.0,136372.0,annual,experience in healthcare settings and experience in emergency preparedness planning strongly desired should have a minimum of five years of supervisory experience with proven leadership skills overseeing a complex and external facing project portfolio and the ability to multitask and analyze evaluate and manage program operations in a highvolume fastpaced environment excellent verbal written interpersonal and collaborative leadership skills required,,2024-07-26
619454,hradept of social services,1,policy advisor programs,00,administration human resources social services,experienced nonmanager,59116.0,91768.0,annual,public policy public administration social work housing or related field preferred experience in project management and policy analysis experience in city government or with an organization which engages with city government knowledge of organizational management and systems development ability to work independently and manage multiple projects simultaneously proven experience managing project works with minimal oversight and ability to selfstart on directives prior experience managing government any level programs a plus strong analytical organizational oral and written communication skills ability to communicate effectively with colleagues and partners in a crosscultural multidisciplinary environment excellent interpersonal diplomatic and networking skills ability to manage a variety of internal and external relationships to multitask and prioritize tasks,2024-06-03,
622384,dept of environment protection,1,associate deputy director,03,public safety inspections enforcement,experienced nonmanager,70770.0,97406.0,annual,the selected candidates should have experience in handling operation testing designing or maintaining of air noise control and fuel burning equipment the most suitable candidate must be familiar with current various computer software programs and be able to adapt to and grow with our future web based programs and applications,,
540908,dept of environment protection,1,senior environmental program coordinator,03,engineering architecture planning,experienced nonmanager,84468.0,111003.0,annual,1highly proficient with using ms office including word excel and powerpoint 2strong knowledge of federal epa nys dec and other related environmental regulations 3experience in project management and supervising environmental related contracts 4strong oral presentation training and writing skills 5experience in preparing and presenting technical material to management staff 6ability to work independently requiring minimal daytoday direction or oversight 7experience in conducting technical research and providing interpretation of environmental requirements 8professional ehs certifications or equivalent are preferred such as chmm sms cihcsp cpea qep etc and iso 45001 iso 14001 certifications etc from exemplar global or other comparable certification issuing bodies 9possess a valid nys dec class ab operator credential for overseeing bulk chemical management,,
566308,dept of environment protection,1,director project delivery,m4,engineering architecture planning,manager,80931.0,208826.0,annual,in depth knowledge of design construction project management and capital project delivery experience in leading and directing highperformance teams highlevel functional technical knowledge and skill in a large organization public utility or wastewater program knowledge of whole systems analysis process reengineering process improvement lean management philosophy six sigma or other related continuous improvement processes strong organization and project management skills ability to manage multiple tasks and experience working and managing through complex systems across large number of stakeholders advanced knowledge of general management project management personnel management and supervisory techniques and principles strong written and verbal communication skills and experience with diverse workforce strong understanding of computer programs and their use in optimizing systems experience with nyc budgeting and procurement,2023-09-01,
540078,hradept of social services,1,business intelligence specialist,01,technology data innovation policy research analysis social services,experienced nonmanager,81951.0,94244.0,annual,experience with business intelligence applications such as oracle obiee experience with structured query language sql and extracting manipulating and analyzing data from large databases experience with ssrs and ssis experience with various programming languages such as net advanced knowledge of microsoft excel sharepoint and access,,
632004,office of the comptroller,2,accountant lease reporting 2 positions,01,finance accounting procurement,entrylevel,61206.0,70387.0,annual,excellent interpersonal communication accounting and organizational skills including microsoft office suite proficiency knowledge of generally accepted accounting principles as well as some exposure to financial statement analysis knowledge of the citys financial management system fms and oaisis contracts system preferred,,
551221,dept of environment protection,1,director of procurement executive administration,00,finance accounting procurement,experienced nonmanager,65232.0,130000.0,annual,extensive knowledge of the procurementcontracting process and new york city procurement policy board rules strong contract management and administration skills overseeing and negotiating contracts working knowledge of information cityspecific it applications including fms passport etc knowledge of negotiation best practices both inperson and in written format strong leadership and change management skills ability to build partnerships with sr staff managers supervisors and employees and operate as a trusted advisor advanced analytical and reporting skills excellent interpersonal and communication skills,,
