job_id,agency,#_of_positions,business_title,level,job_category,career_level,salary_range_from,salary_range_to,salary_frequency,preferred_skills,posting_date,post_until
592881,dept of healthmental hygiene,1,city medical examiner ii senior medical examiner,02,health,experienced nonmanager,189527.0,238942.0,annual,,,
633197,dept of environment protection,1,accountable manager,02,engineering architecture planning public safety inspections enforcement,experienced nonmanager,88026.0,122295.0,annual,,,
592858,dept of environment protection,1,environmental health and safety specialist,03,public safety inspections enforcement,experienced nonmanager,80513.0,118093.0,annual,,,
573254,dept of environment protection,1,scada support specialist,02,technology data innovation,manager,85371.0,109990.0,annual,,2023-08-02,
631330,dept of healthmental hygiene,4,asthma health educator office of school health,01,constituent services community programs health policy research analysis,experienced nonmanager,56869.0,56869.0,annual,,,2024-06-15
629809,dept of environment protection,1,accountable manager,02,engineering architecture planning public safety inspections enforcement,experienced nonmanager,81571.0,119554.0,annual,,,
629711,dept of healthmental hygiene,1,senior director of fiscal compliance and strategic initiatives bureau of controller,4a,health policy research analysis,experienced nonmanager,103026.0,130000.0,annual,,2024-10-04,2025-04-10
633434,dept of environment protection,1,accountable manager,02,engineering architecture planning public safety inspections enforcement,experienced nonmanager,88026.0,122295.0,annual,,,
617318,dept of healthmental hygiene,1,public health advisor ii bureau of hepatitis hiv and sti,02,constituent services community programs health policy research analysis,experienced nonmanager,51528.0,59257.0,annual,patient interview contact tracingpartner notification medical record review and community outreach experience excellent written and oral communication fluent english and either spanish or frenchcreole preferred nys drivers license highly desirable must be able to work alternative hours evening and weekends note this position may be eligible for remote work up to two days per week pursuant to the remote work pilot program agreed to between the city and dc37,,2024-11-29
634980,district attorneymanhattan,1,program coordinator,00,public safety inspections enforcement,experienced nonmanager,50913.0,52440.0,annual,,2024-01-05,
535760,dept of environment protection,1,engineering technician,02,engineering architecture planning,experienced nonmanager,42114.0,48431.0,annual,,,
614997,dept of healthmental hygiene,4,sexual health clinic nurse bureau of public health clinics,00,health,experienced nonmanager,92064.0,92064.0,annual,,2023-06-11,
581014,dept of environment protection,1,scada support specialist,02,technology data innovation,experienced nonmanager,85371.0,109990.0,annual,,2023-08-04,
615495,bronx district attorney,1,human resources wellness coordinator,00,administration human resources health legal affairs,experienced nonmanager,60000.0,60000.0,annual,,2023-08-11,2024-11-02
588347,department of transportation,3,civil engineer 2,02,engineering architecture planning,experienced nonmanager,85463.0,118733.0,annual,candidate must possess computer skills including autocad microsoft office and excellent interpersonal communications and team leading skills also a motor vehicle drivers license valid in the state of new york,,
620791,hradept of social services,1,assistant deputy commissioner office of business strategies and solutions obss and disability services program dsp,m4,communications intergovernmental affairs technology data innovation,manager,87277.0,208826.0,annual,,,
556627,dept of environment protection,1,associate water use inspector level ii,02,public safety inspections enforcement,experienced nonmanager,61391.0,78461.0,annual,,,
591400,dept of environment protection,2,machinist,00,building operations maintenance,experienced nonmanager,37.28,43.4,hourly,,,
632107,campaign finance board,7,auditor,02,finance accounting procurement,experienced nonmanager,60000.0,60000.0,annual,,2024-02-04,
592823,hradept of social services,1,control clerk,03,administration human resources social services,entrylevel,39763.0,45728.0,annual,knowledge of word and excel,2023-11-07,
592342,dept of healthmental hygiene,1,consultant public health nurse parttime bureau of public health clinics,00,constituent services community programs health policy research analysis,experienced nonmanager,50.3908,50.3908,hourly,,2023-10-07,
596711,dept of healthmental hygiene,1,community engagement coordinator bureau of bronx neighborhood health,00,health,experienced nonmanager,59116.0,68246.0,annual,,2023-10-08,2024-05-14
588705,dept of environment protection,6,instrumentation specialist 1,01,engineering architecture planning,entrylevel,58615.0,60764.0,annual,,2023-04-06,
620892,dept of design construction,1,construction safety auditor,00,public safety inspections enforcement,experienced nonmanager,56181.0,64608.0,annual,candidates should have excellent verbal written and computer skills candidates with constructionrelated experience working knowledge of safety requirements osha dob dep fdny and safety auditing are preferred osha construction industry 30hour certification is a plus,2024-08-01,
610207,dept of healthmental hygiene,1,field medical doctor bureau of school health,01,constituent services community programs health policy research analysis,experienced nonmanager,79.23,84.86,hourly,,2023-10-10,
629665,nyc housing authority,1,housing assistant bilingual,00,administration human resources,entrylevel,42723.0,69243.0,annual,1experience with computers data entry and use of applications 2good written and verbal communication skills,,2024-05-07
627199,district attorney richmond cou,1,clinical director of diversion,m1,legal affairs social services,manager,95000.0,125000.0,annual,a masters in social work degree with at least 3 years of supervised practice and clinical licensure lcsw or a related field or clinical supervision and sifi certification experience in working with individuals struggling with substance use and mental health conditions,,
609162,dept of healthmental hygiene,1,contract and procurement analyst bureau of communicable diseases,03,finance accounting procurement,experienced nonmanager,60010.0,85000.0,annual,,2024-08-04,2024-08-06
626281,bronx district attorney,1,executive assistant,00,administration human resources legal affairs public safety inspections enforcement,experienced nonmanager,67983.0,67983.0,annual,,2024-07-02,2025-02-06
632066,department of transportation,1,service inspector dot,00,public safety inspections enforcement,experienced nonmanager,36505.0,50702.0,annual,experience in the security related field good communication skills good report writing skills computer skills,2024-01-04,
625225,hradept of social services,2,sergeant,01,public safety inspections enforcement,experienced nonmanager,52438.0,59255.0,annual,basic computer skills ms office applications word excel outlook,,
620245,nyc housing authority,1,auto service worker,02,administration human resources,experienced nonmanager,42712.0,54386.0,annual,,2024-02-05,2024-05-22
611556,financial info svcs agency,1,legaladministrative manager,01,legal affairs,experienced nonmanager,60718.0,90773.0,annual,,,
632969,department of transportation,3,assistant general counsel,01,legal affairs,experienced nonmanager,69090.0,105477.0,annual,candidates possessing one to five years of legal experience concentrating on contract law as well as relevant litigation experience strongly preferred,2024-11-04,
634410,dept of parks recreation,1,chief of staff to the deputy commissionerchief operating officer,03,administration human resources communications intergovernmental affairs building operations maintenance,experienced nonmanager,120000.0,127000.0,annual,1excellent writing supervisory administrative and interpersonal skills 2excellent public speaking and presentation experience 3working knowledge of parks operating structure sites and facilities 4familiarity with geographic layout of all five boroughs 5proficiency in microsoft word excel powerpoint and access 6working knowledge of geographic information systems gis 7valid new york state driver license,,2024-05-17
620004,hradept of social services,1,quality control case review supervisor,03,constituent services community programs social services,experienced nonmanager,58695.0,67499.0,annual,,,
545210,hradept of social services,1,headcount budget analyst,00,administration human resources finance accounting procurement social services,experienced nonmanager,70611.0,81203.0,annual,,2022-10-08,
630856,dept of environment protection,1,executive assistant,00,administration human resources,experienced nonmanager,59116.0,91768.0,annual,,,
591440,dept of design construction,1,program coordinator,03,administration human resources engineering architecture planning,experienced nonmanager,74730.0,107484.0,annual,candidates should be experienced in project delivery and external reporting candidates should have excellent interpersonal verbal and written communication skills and knowledge of the citys infrastructure system is a plus,2023-07-08,
632869,department of transportation,1,assistant general counsel,02,legal affairs,experienced nonmanager,78046.0,116957.0,annual,preference given to candidates possessing at least one to five years of legal experience on regulatory and administrative law litigation experience concentrating in torts and administrative law experience with federal litigation article 78 proceedings risk management government or civil related investigations and class action cases strongly desired,2024-11-04,
634514,department of finance,1,chief of investigators,m4,administration human resources policy research analysis public safety inspections enforcement,manager,165000.0,180000.0,annual,experience creating and establishing investigative policies and procedures extensive managerial experience 10 or more years conducting investigations knowledge of digital electronic surveillance equipment thorough knowledge of criminal and civil crimes knowledge of modern criminal investigative techniques experience and knowledge utilizing social media knowledge of the principles of management and supervision knowledge of digital and electronic equipment such as digital cameras body wires pinhole cameras transmitters repeaters recorders and computer software knowledge of standard operating procedures knowledge of proper use of handcuffs mace firearms 2way radio and fingerprint computer knowledge of proper law enforcement procedures in arrests interviewing and handling of prisoners knowledge of county state and federal rules regulations policies and laws related to law enforcement and investigations,2024-02-05,2024-05-16
633979,dept of environment protection,2,project coordinator,00,engineering architecture planning,entrylevel,56313.0,64760.0,annual,,,
631886,department of transportation,2,planner,02,engineering architecture planning,experienced nonmanager,71255.0,104894.0,annual,strong oral and written communication skills familiarity with new york city real estate and land use processes desired advanced gis experience background in architecture or engineering strongly desired preference given to candidates with new york city government experience as well as nyc zoning and land use experience,2024-03-04,
484513,hradept of social services,1,control clerk,03,social services,experienced nonmanager,36390.0,41848.0,annual,,,
627047,dept of parks recreation,40,aquatics specialist,00,constituent services community programs public safety inspections enforcement,entrylevel,23.66,23.66,hourly,,,2024-06-21
626699,department of transportation,15,searchers testifiers per diem,02,administration human resources policy research analysis,experienced nonmanager,31.7329,46.1281,hourly,excellent verbal communication and computer skills strongly desired,,
586181,dept of environment protection,1,payments specialist,02,finance accounting procurement,experienced nonmanager,50972.0,82730.0,annual,proficiency in microsoft office financial management system fms problem solving skills,,
628180,bronx district attorney,1,deputy bureau chief early case assessment bureau,00,legal affairs public safety inspections enforcement,manager,185500.0,199000.0,annual,,,2025-02-27
527780,nyc housing authority,1,caretaker p,00,building operations maintenance,entrylevel,31836.0,46278.0,annual,,2022-08-04,
521300,department of correction,7,agency attorney,03,legal affairs,experienced nonmanager,79620.0,91563.0,annual,attorneys with seven 7 or more years of litigation experience is preferred for agency attorney level iii excellent writing communication interpersonal analytical research problemsolving multi tasking and organizational skills,,
625494,bronx district attorney,1,bureau chief of recruitment,00,administration human resources constituent services community programs communications intergovernmental affairs legal affairs policy research analysis public safety inspections enforcement,manager,207500.0,220500.0,annual,,,2024-07-29
580559,dept of environment protection,3,mate,01,public safety inspections enforcement,experienced nonmanager,75365.0,75365.0,annual,possession of a mate of inland motor vessels of any gross tons license,,
629808,dept of environment protection,1,accountable manager,01,engineering architecture planning public safety inspections enforcement,experienced nonmanager,74041.0,107227.0,annual,,,
626141,dept of environment protection,1,ehs program liaison,00,engineering architecture planning policy research analysis,experienced nonmanager,62370.0,93587.0,annual,,2024-01-04,
594652,hradept of social services,1,unit supervisor,02,administration human resources social services,experienced nonmanager,53057.0,77124.0,annual,,,
603913,dept of design construction,1,director,m2,public safety inspections enforcement,manager,64922.0,148800.0,annual,the candidate should have strong leadership skills and be able to manage a highperformance team possess excellent communication skills and a thorough understanding of construction schedule and risk management certifications from pmi or aacei is a plus experienced project managers are encouraged to apply,2023-08-09,
622464,dept of healthmental hygiene,1,supervising case manager bureau of tuberculosis control,02,health,experienced nonmanager,51528.0,60088.0,annual,,2024-09-01,2025-01-08
633985,dept of environment protection,1,marine oiler,00,building operations maintenance,entrylevel,68962.0,68962.0,annual,,,
626285,bronx district attorney,2,notification clerk motions practice notifications and court clerks unit,00,legal affairs public safety inspections enforcement,entrylevel,40866.0,40866.0,annual,,2024-07-02,2024-08-05
626507,dept of environment protection,1,deputy commissioner bureau of customer services,m6,administration human resources finance accounting procurement technology data innovation policy research analysis,executive,225000.0,246000.0,annual,,2024-09-02,
544320,dept of environment protection,1,associate project manager ii,02,engineering architecture planning,experienced nonmanager,74650.0,109409.0,annual,,2022-09-08,
617192,admin for childrens svcs,17,investigative consultant i,01,public safety inspections enforcement social services,experienced nonmanager,63481.0,97376.0,annual,candidates possessing experience with specialized and complex child abuse investigations domestic violence investigations gang investigations warrants missing persons juvenile crimes human trafficking fugitive enforcement experience in a current or former law enforcement position will be strongly considered note experience in a closely related law enforcement work unit or task force might include crime scene school safety domestic violence officer youth coordination officer field information officer neighborhood safety team officer neighborhood coordination officer,,
629081,dept of environment protection,1,watershed maintainer,00,building operations maintenance,entrylevel,44838.0,65583.0,annual,,,2024-05-17
565643,department of transportation,3,assistant civil engineer,00,engineering architecture planning,experienced nonmanager,57078.0,85646.0,annual,,,
633044,bronx district attorney,2,investigations division trial preparation assistant lv 3,00,legal affairs public safety inspections enforcement,experienced nonmanager,70435.0,70435.0,annual,,2024-10-04,2025-04-10
524625,department of transportation,1,project manager,03,engineering architecture planning,experienced nonmanager,74650.0,109409.0,annual,possession of a drivers license valid in the state of new york knowledge of nycstreets data warehouse microsoft word and excel desired,,
540271,dept of environment protection,2,instrumentation specialist,01,building operations maintenance,entrylevel,53641.0,55608.0,annual,,,
634448,hradept of social services,1,healthcare strategist,4a,social services,experienced nonmanager,103026.0,133630.0,annual,knowledge of city systems and related services for children and families experience in infectious diseases control experience in children and family health experience working with homeless or underserved populations managementsupervisory experience in healthcare substance use social services emergency response or public health or related field strong leadership and communication skills excellent writing and communication skills,,
541078,fire department,1,senior project manager,00,public safety inspections enforcement,experienced nonmanager,57078.0,85646.0,annual,a baccalaureate in mechanical engineering knowledge of nyc codes and standards including nyc building and fire code nfpa 11 1213 14 750 2010 at least 2 years of complex plan examination review including fire safety and evacuation plans comprehensive emergency action plans fire protection plan excellent written and communication skills,2022-10-08,
631283,dept of healthmental hygiene,1,public health advisor bureau of public health clinics,02,health,experienced nonmanager,51528.0,59257.0,annual,,,2024-07-24
614914,hradept of social services,4,deputy director,03,social services,experienced nonmanager,58695.0,67499.0,annual,,2023-03-11,
579996,dept of environment protection,1,it support specialist,02,technology data innovation,experienced nonmanager,85371.0,119883.0,annual,,2023-08-04,
628973,police department,25,summer graduate intern,00,administration human resources constituent services community programs green jobs communications intergovernmental affairs engineering architecture planning finance accounting procurement health technology data innovation legal affairs building operations maintenance policy research analysis public safety inspections enforcement social services,experienced nonmanager,16.9294,24.73,hourly,,2024-05-03,2024-05-23
616436,dept of healthmental hygiene,1,leaves coordinator specialist bureau of human resources and labor relations,02,constituent services community programs health policy research analysis,experienced nonmanager,53057.0,77124.0,annual,,2024-04-04,2024-08-07
631912,department of investigation,8,summer college aide,01,public safety inspections enforcement,student,15.5,19.9,hourly,,,2024-10-14
534580,hradept of social services,1,administrative assistant,03,social services,entrylevel,36390.0,41848.0,annual,,2022-09-06,
617809,bronx district attorney,1,intelligence analyst supervisor,00,administration human resources policy research analysis public safety inspections enforcement,manager,80000.0,80000.0,annual,,,2024-09-23
634337,bronx district attorney,20,college summer intern 2024,01,legal affairs policy research analysis public safety inspections enforcement,student,15.5,19.9,hourly,,,2024-05-24
622769,hradept of social services,1,complex medical case reviewer,01,administration human resources constituent services community programs communications intergovernmental affairs policy research analysis social services,experienced nonmanager,109739.0,109739.0,annual,,2024-03-04,
628730,dept of healthmental hygiene,1,forensic mortuary technician i,01,health,experienced nonmanager,45697.0,59308.0,annual,,2024-04-03,
615496,hradept of social services,1,it project budget manager,00,finance accounting procurement,experienced nonmanager,84451.0,95000.0,annual,extensive budget experience strong research quantitative and problemsolving skills strong knowledge of ms office skills experience reconciling data from fms using statistical and cost analysis techniques,,
538242,department of correction,5,cook,00,social services,entrylevel,36627.0,41388.0,annual,qualifying certificate in food protection issued by the new york city department of health and mental hygiene required previous work experience in a restaurant school or other largescale food operation,,
589862,dept of environment protection,2,machinist,00,building operations maintenance,entrylevel,37.28,43.4,hourly,,2023-12-06,
582556,dept of environment protection,1,scada support specialist,02,technology data innovation,experienced nonmanager,85371.0,109990.0,annual,,,
628383,dept of environment protection,1,assistant project manager,00,engineering architecture planning public safety inspections enforcement,experienced nonmanager,62370.0,93587.0,annual,,,
635387,district attorney richmond cou,1,criminal court assistant,00,legal affairs,entrylevel,51000.0,53000.0,annual,bachelors degree prior criminal justice experience or coursework preferred excellent verbal written and professional interpersonal communication skills proficiency in microsoft office programs fluency in foreign languages particularly spanish,2024-06-05,
538833,department of transportation,1,space analyst,01,engineering architecture planning building operations maintenance,experienced nonmanager,57078.0,85646.0,annual,the preferred candidate is a selfstarter and able to initiate plan execute and perform quality control supporting small to mediumcomplexity facilities projects these projects could include coordinating human financial and material resources to achieve organizational objectives the preferred candidate must demonstrate strong communication and writing skills the candidate may collaborate with inhouse trades laborers other divisions within nycdot other agencies contractors working knowledge of autocad reddit and excel graphicspivots a must working knowledge of powerpoint sharepoint photoshop a plus,2022-05-07,
634386,dept of environment protection,7,watershed maintainer 7 positions,00,building operations maintenance,entrylevel,44838.0,65583.0,annual,,,2024-05-30
567015,hradept of social services,1,deputy director housing court unit,01,administration human resources social services,experienced nonmanager,73029.0,83983.0,annual,,,
618606,bronx district attorney,1,onboarding coordinator,00,administration human resources,experienced nonmanager,56700.0,56700.0,annual,,2023-04-12,2025-01-07
633803,dept of design construction,1,deputy director payroll,00,administration human resources,experienced nonmanager,59116.0,90050.0,annual,candidate must have a strong knowledge of chrms pms rmds and pi and knowledge of payroll operations is a must,,
574049,public administratornew york,1,accountant,01,finance accounting procurement,experienced nonmanager,50217.0,68234.0,annual,,2023-09-02,
627359,dept of homeless services,2,rehousing coordinator,00,social services,experienced nonmanager,45329.0,77633.0,annual,,2024-12-03,
634220,dept of healthmental hygiene,1,public health sanitarian bureau of food safety and community sanitation,01,health public safety inspections enforcement,experienced nonmanager,49961.0,49961.0,annual,the position draws on technical and scientific skills as well as effective communication skills candidates should have excellent verbal written interpersonal and organizational skills as well as computer skills,,2025-04-30
632978,dept of environment protection,1,accountable manager,01,engineering architecture planning public safety inspections enforcement,experienced nonmanager,74041.0,107227.0,annual,,,
628226,dept of environment protection,1,wetland scientist,03,health public safety inspections enforcement,experienced nonmanager,71985.0,102699.0,annual,,,2024-05-17
575987,dept of healthmental hygiene,3,public health inspector bureau of food safety and community sanitation,01,health public safety inspections enforcement,experienced nonmanager,49961.0,49961.0,annual,the position draws on technical and scientific skills as well as effective communication skills candidates should have excellent verbal written interpersonal and organizational skills as well as computer skills the job requires carrying and constantly using approximately 20 pounds of inspection equipment this includes a handheld computer laptop weighing approximately 5 pounds citywide 40 hour per week day shift mondayfriday 900am530pm,2024-03-05,2025-06-18
633174,housing preservation dvlpmnt,1,it product support specialist for the division of hpd tech,03,technology data innovation,experienced nonmanager,80161.0,92185.0,annual,,2024-12-04,2024-07-11
629380,bronx district attorney,1,homicide bureau deputy bureau chief,00,legal affairs public safety inspections enforcement,manager,185500.0,199000.0,annual,,2024-08-03,2025-03-08
625651,dept of healthmental hygiene,1,revenue analyst,02,finance accounting procurement,experienced nonmanager,61206.0,70387.0,annual,,2024-03-05,2024-08-01
607733,hradept of social services,1,program analyst,00,social services,experienced nonmanager,70611.0,81203.0,annual,,2023-12-12,
633190,dept of healthmental hygiene,1,college aide bureau of food safety and community sanitation,01,health public safety inspections enforcement,student,15.5,19.9,hourly,,,2025-04-19
630508,dept of design construction,1,safety accident investigator,02,engineering architecture planning,experienced nonmanager,81571.0,93807.0,annual,candidates must have excellent organizational verbal and written skills candidates with constructionrelated experience and practical working knowledge of safety requirements osha dob dep is preferred the following certifications are a plus osha 10 or 30hour construction safety certificate candidates must have a motor vehicle driver license valid in the state of new york and be comfortable driving in all 5boroughs of nyc,,
527789,nyc housing authority,1,plumber,00,building operations maintenance,experienced nonmanager,52.79,52.79,hourly,,,
597843,department of transportation,1,director of financial management,00,administration human resources finance accounting procurement,experienced nonmanager,94715.0,136260.0,annual,proven quantitative and analytic skills knowledge of the citys financial management system fms experience with microsoft office particularly microsoft excel strong organizational writing and communication skills knowledge of nyc budget fiscal and procurement practices preferred,2023-10-08,
625581,dept of environment protection,1,quality assurance officer,03,health public safety inspections enforcement,experienced nonmanager,77829.0,110059.0,annual,,,2024-05-17
601129,dept of healthmental hygiene,1,public health adviser parttime bureau of school health,01,constituent services community programs health policy research analysis,entrylevel,23.39,30.18,hourly,knowledge of dohmh and doe personnel policies and procedures excellent interpersonal communication and presentation skills,,2024-05-31
626268,dept of environment protection,1,deputy portfolio manager,m3,engineering architecture planning public safety inspections enforcement,manager,72038.0,192152.0,annual,,2024-11-03,
604077,dept of environment protection,2,business specialist,01,policy research analysis,entrylevel,47418.0,69462.0,annual,1microsoft applications ie outlook team 2bcs reporting applications back office front office 3knowledge of bcs business operations processes,,
629374,financial info svcs agency,1,legaladministrative coordinator,03,legal affairs,experienced nonmanager,64137.0,85000.0,annual,it is strongly preferred that the candidate possesses proficiency in microsoft word excel and in other applications in the microsoft office suite of products excellent verbal and written communication skills and interpersonal skills and extensive fulltime progressively responsible clericaladministrative experience requiring independent decision making only permanent city employees in the principal administrative associate title or a comparable permanent civil service title are eligible to apply,2024-08-03,
630566,law department,1,assistant corporation counsel special federal litigation,00,legal affairs,experienced nonmanager,75677.0,169030.0,annual,,,2024-07-29
603865,police department,10,auto mechanic,00,building operations maintenance,experienced nonmanager,298.24,347.2,daily,,,
628530,hradept of social services,1,special assistant,03,administration human resources social services,experienced nonmanager,64137.0,73758.0,annual,,2024-06-03,
543344,nyc housing authority,7,associate labor relations analyst,00,finance accounting procurement policy research analysis,experienced nonmanager,76294.0,76294.0,annual,1understanding of budgeting and planning processes 2understanding of the funding processesprotocols associated with the federal state and local funding agencies 3strong interpersonal managerial and organization skills are required 4strong analytical skills 5strong computing skills working knowledge of oracle financials hyperion financials 6strong microsoft excel spreadsheet preparation skills including vlookup and pivot tables,,
591475,dept of design construction,1,engineerincharge,02,engineering architecture planning,experienced nonmanager,88026.0,101230.0,annual,candidates must have strong supervisory experience and excellent verbal and written communication skills and knowledge of the operations design and construction of the citys infrastructure system knowledge of current and uptodate engineering methods and standards is preferred,2023-07-08,
540533,bronx district attorney,5,assistant district attorney appeals bureau,00,legal affairs public safety inspections enforcement,experienced nonmanager,80000.0,167610.0,annual,,,2024-05-09
610639,dept of healthmental hygiene,1,registration clerk bureau of public health clinics,01,constituent services community programs health policy research analysis,entrylevel,23.3831,27.37,hourly,,2023-11-10,2024-05-18
629288,dept of environment protection,1,scientist water ecology ii,02,health public safety inspections enforcement,experienced nonmanager,57839.0,84705.0,annual,,,2024-05-17
634982,department of correction,1,summer college intern,00,technology data innovation,student,16.0,16.0,hourly,,2024-01-05,2024-05-16
623803,off of payroll administration,1,asset management officer,01,building operations maintenance,experienced nonmanager,47418.0,65000.0,annual,,,
633461,dept of design construction,1,receptionist,00,legal affairs,experienced nonmanager,22.9267,26.3656,hourly,candidates should possess excellent verbal and written communication skills and have working knowledge of microsoft excel and word,,
623805,dept of environment protection,1,chief of time and leave administration,m2,administration human resources,manager,64922.0,173486.0,annual,,2024-01-02,
580556,dept of environment protection,3,supervisor of stock worker,01,building operations maintenance,experienced nonmanager,39779.0,61438.0,annual,1 numerical faculty 2 computer literacy 3 power industrial truck skills 4 warehouse experience 5 reading comprehension,,
629186,dept of healthmental hygiene,3,case manager bureau of tuberculosis control,02,health,experienced nonmanager,51528.0,51528.0,annual,,2024-07-03,2024-07-05
594479,dept of design construction,1,college aide personnel,01,administration human resources,student,15.5,16.0,hourly,candidates should have excellent organizational written and verbal skills proficiency in microsoft word excel and outlook is preferred,,
535321,dept of environment protection,1,risk analyst,03,policy research analysis public safety inspections enforcement,experienced nonmanager,58695.0,67499.0,annual,,,
609537,dept of environment protection,1,inhouse ehs officer,02,engineering architecture planning public safety inspections enforcement,experienced nonmanager,81571.0,119554.0,annual,,2024-02-01,
634588,district attorneymanhattan,1,men of color advocate,00,administration human resources legal affairs,entrylevel,56630.0,56630.0,annual,,,2024-05-29
611885,department of transportation,1,contract support coordinator,02,finance accounting procurement,experienced nonmanager,62470.0,80008.0,annual,,,
626961,dept of healthmental hygiene,1,nurse home visitor nfp bureau of maternal infant and reproductive health,00,health,experienced nonmanager,97012.0,97012.0,annual,,,
622779,bronx district attorney,1,deputy chief of the community engagement unit,03,constituent services community programs communications intergovernmental affairs legal affairs public safety inspections enforcement social services,manager,120000.0,120000.0,annual,,2024-10-01,2025-01-09
607969,nyc employees retirement sys,1,it change manager,00,technology data innovation,experienced nonmanager,95000.0,120000.0,annual,the candidate must have excellent customer service and communications oral and written skills minimum of five 5 years experience working in a change management team certifications itil foundation 3 or 4,,
634129,public administratornew york,1,accountant,02,finance accounting procurement,experienced nonmanager,61206.0,97919.0,annual,,,
621621,district attorneymanhattan,30,paralegal,00,legal affairs,entrylevel,44253.0,44253.0,annual,,,2024-06-26
624667,hradept of social services,2,case resolution specialist,00,social services,entrylevel,46318.0,53266.0,annual,,,
633927,financial info svcs agency,1,legaladministrative coordinator,00,legal affairs,experienced nonmanager,41887.0,69709.0,annual,it is strongly preferred that the candidate possesses proficiency in microsoft word excel and in other applications in the microsoft office suite of products excellent verbal and written communication skills and interpersonal skills and extensive fulltime progressively responsible clericaladministrative experience requiring independent decision making,,
632108,district attorney kings county,2,stenographer,02,legal affairs,experienced nonmanager,72302.0,91781.0,annual,,2024-05-04,2024-06-04
630903,hradept of social services,1,client advocate,02,constituent services community programs,experienced nonmanager,57976.0,66672.0,annual,,,
625838,dept of healthmental hygiene,1,data entryregistration clerk bureau of public health clinics,03,health,experienced nonmanager,39763.0,50000.0,annual,,2024-02-02,2024-06-01
617939,dept of design construction,1,deputy director,00,engineering architecture planning,manager,58682.0,134570.0,annual,preference will be given to candidate with strong verbal and written communication skills as well as comprehension of technical designs candidate must also be proficient in microsoft office applications and have knowledge of the preparation of presentation materials,2023-04-12,
615462,department for the aging,1,operations budget manager,02,constituent services community programs health social services,experienced nonmanager,72603.0,83493.0,annual,preferred candidate should have proven experience in program operations and budget management preferably in the healthcare or nonprofit sector preferred candidate should have experience with managing grants meeting contract deadlines submitting data and narrative reports plus familiarity with new york city budgeting process knowledge of healthcare insurance and regulations is a plus exceptional communication leadership and interpersonal skills a plus preferred candidate should posses strong organizational and project management skills preferred candidate should posses proficiency in data analysis tools and software masters degree or experience equivalent in any of the following public administration healthcare policy analysis evaluation nonprofit management and public management preferred,,2024-05-12
626885,campaign finance board,1,administrative coordinator,01,administration human resources policy research analysis,experienced nonmanager,50000.0,58000.0,annual,,,
602920,dept of environment protection,1,payment specialist,03,finance accounting procurement,experienced nonmanager,60010.0,100875.0,annual,proficiency in microsoft office financial management system fms problem solving skills,2023-06-10,
634646,dept of healthmental hygiene,4,public health assistant parttime bureau of school health,00,health,entrylevel,19.2,22.08,hourly,,,2025-04-29
573387,nyc housing authority,21,elevator mechanic helper,00,building operations maintenance,experienced nonmanager,35.0,35.0,hourly,,,
584125,dept of environment protection,1,bluebelt planning supervisor,02,engineering architecture planning,experienced nonmanager,98282.0,98282.0,annual,excellent verbal and written communication skills supervisory experience,2023-04-05,
587674,department of transportation,1,principal administrative associate,02,administration human resources,experienced nonmanager,53057.0,77124.0,annual,working knowledge of adobe acrobat microsoft word and microsoft excel,,
608131,dept of environment protection,1,community associate,00,communications intergovernmental affairs,entrylevel,41887.0,69709.0,annual,,,
634589,district attorneymanhattan,1,special victims advocate,00,administration human resources legal affairs social services,entrylevel,56630.0,56630.0,annual,,,2024-05-29
632985,nyc housing authority,1,resident building superintendent ha,00,building operations maintenance,manager,65750.0,102312.0,annual,,,2024-05-07
540174,bronx district attorney,15,assistant district attorney discovery compliance bureau,00,legal affairs public safety inspections enforcement,experienced nonmanager,80440.0,167610.0,annual,,,2025-04-07
631898,dept of healthmental hygiene,1,special officer bureau of operationshealth police,01,constituent services community programs health policy research analysis,experienced nonmanager,52438.0,59255.0,annual,,,2024-07-26
633823,dept of design construction,1,deputy director,00,engineering architecture planning,experienced nonmanager,58682.0,127720.0,annual,experience in project delivery and executive and external reporting is required knowledge of the citys infrastructure system excellent interpersonal skills preferred and experience in management work described above including at least eighteen months in a managerial or consultative capacity in an organization responsible for the management of environmental assessment and for the coordination of wetlands monitoring in accordance with ceqr secra and nepa is a plus,,
630702,board of correction,1,deputy general counsel,m1,administration human resources constituent services community programs communications intergovernmental affairs finance accounting procurement legal affairs policy research analysis public safety inspections enforcement social services,manager,115000.0,127500.0,annual,,,2024-05-28
625578,dept of environment protection,1,quality assurance officer,03,health public safety inspections enforcement,experienced nonmanager,77829.0,110059.0,annual,,,2024-05-17
631103,housing preservation dvlpmnt,2,continuum of care coc grant analyst for the division of housing stability,00,constituent services community programs,experienced nonmanager,60000.0,70000.0,annual,,,2024-05-19
605651,department of transportation,1,senior devops engineer,00,technology data innovation,experienced nonmanager,75000.0,180000.0,annual,aws azure kubernetes aks eks terraform azure devops linux administration,,
635228,department of finance,2,lieutenant,01,public safety inspections enforcement,experienced nonmanager,106620.0,106620.0,annual,,2024-04-05,2024-05-11
576253,admin for childrens svcs,6,contract manager,00,social services,experienced nonmanager,66442.0,98484.0,annual,,2023-12-05,
627393,district attorneymanhattan,1,deputy eeo officer,my,legal affairs,manager,90000.0,145000.0,annual,,,2024-05-20
